         MJD           Ac           As           X0           Y0           dX           dY
 56218.00000     109.1111     238.5365      11.5806     -88.7777     -89.8418     153.1280 
 56219.00000     108.5290     237.5227      11.1667     -87.5911     -86.3759     154.6505 
 56220.00000     107.9690     236.6660      10.8315     -86.5124     -82.9400     156.1293 
 56221.00000     107.5922     236.0569      10.5378     -85.7646     -79.5163     157.5237 
 56222.00000     107.7208     235.7362      10.1014     -85.6471     -76.0731     158.7896 
 56223.00000     108.7716     235.6477       9.1207     -86.3086     -72.6457     160.0151 
 56224.00000     110.2298     235.7933       7.9378     -87.3135     -69.2403     161.2678 
 56225.00000     111.4604     236.0913       6.9846     -88.1767     -65.8283     162.5439 
 56226.00000     112.2637     236.3796       6.3351     -88.6912     -62.3847     163.8083 
 56227.00000     112.7246     236.4461       5.8253     -88.8309     -58.8862     164.9919 
 56228.00000     113.1280     236.1250       5.1697     -88.7340     -55.3106     166.0112 
 56229.00000     113.5412     235.6912       4.5112     -88.6337     -51.6475     166.8818 
 56230.00000     114.0250     235.4804       3.9908     -88.7944     -47.9158     167.6396 
 56231.00000     114.5084     235.4848       3.6256     -89.1461     -44.1424     168.3097 
 56232.00000     114.9751     235.5940       3.3403     -89.5624     -40.3449     168.9244 
 56233.00000     115.4163     235.7480       3.0960     -89.9676     -36.5331     169.5080 
 56234.00000     115.8038     235.9153       2.8906     -90.3113     -32.7148     170.0708 
 56235.00000     116.0898     236.0745       2.7493     -90.5537     -28.8951     170.6103 
 56236.00000     116.1997     236.2235       2.7360     -90.6715     -25.0756     171.1117 
 56237.00000     116.2023     236.3558       2.7861     -90.7085     -21.2643     171.5673 
 56238.00000     116.2963     236.4275       2.7043     -90.7522     -17.4669     171.9566 
 56239.00000     116.5428     236.4104       2.4307     -90.8150     -13.6772     172.2679 
 56240.00000     116.9429     236.3026       1.9769     -90.8931      -9.8830     172.4962 
 56241.00000     117.4980     236.1268       1.3638     -91.0025      -6.0738     172.6381 
 56242.00000     118.2146     235.9386       0.6251     -91.1888      -2.2361     172.6929 
 56243.00000     119.1068     235.8328      -0.1931     -91.5361       1.6479     172.6611 
 56244.00000     120.0621     235.8072      -1.0056     -91.9759       5.5683     172.5552 
 56245.00000     120.8297     235.7912      -1.6608     -92.3051       9.4815     172.4082 
 56246.00000     121.2803     235.7628      -2.0860     -92.4344      13.3465     172.2443 
 56247.00000     121.3937     235.6986      -2.2800     -92.3420      17.1477     172.0683 
 56248.00000     121.2632     235.5739      -2.3207     -92.0720      20.8946     171.8615 
 56249.00000     121.1591     235.3827      -2.4166     -91.7789      24.6255     171.5711 
 56250.00000     121.1443     235.1044      -2.6047     -91.4881      28.3662     171.1729 
 56251.00000     121.1321     234.7092      -2.7877     -91.1389      32.1394     170.6654 
 56252.00000     120.9301     234.2306      -2.7500     -90.6690      35.9623     170.0789 
 56253.00000     120.5500     233.7772      -2.4816     -90.1575      39.8154     169.4480 
 56254.00000     120.0818     233.4227      -2.0736     -89.6898      43.6695     168.7930 
 56255.00000     119.6056     233.1452      -1.6408     -89.2726      47.4955     168.1139 
 56256.00000     119.2166     232.8122      -1.3525     -88.8306      51.2534     167.3855 
 56257.00000     118.9246     232.4048      -1.2351     -88.3634      54.9297     166.5887 
 56258.00000     118.7741     231.9836      -1.3006     -87.9421      58.5380     165.7172 
 56259.00000     118.8416     231.6912      -1.5400     -87.7166      62.1301     164.7716 
 56260.00000     119.1530     231.4841      -1.9469     -87.6341      65.7536     163.7599 
 56261.00000     119.6599     231.2940      -2.4799     -87.5998      69.4210     162.6913 
 56262.00000     120.2261     231.0353      -3.0437     -87.4823      73.1106     161.5802 
 56263.00000     120.6227     230.5994      -3.4822     -87.1134      76.7672     160.4466 
 56264.00000     120.8673     230.1900      -3.7812     -86.7249      80.3813     159.2691 
 56265.00000     121.1212     230.0316      -4.0356     -86.6003      83.9855     158.0160 
 56266.00000     121.3921     230.1302      -4.2610     -86.7501      87.5815     156.6855 
 56267.00000     121.6399     230.3611      -4.4541     -87.0326      91.1565     155.2917 
 56268.00000     121.8326     230.5938      -4.6196     -87.3054      94.6912     153.8460 
 56269.00000     121.9273     230.6654      -4.7576     -87.3963      98.1548     152.3574 
 56270.00000     121.9241     230.5360      -4.8738     -87.2603     101.5361     150.8348 
 56271.00000     121.9555     230.6379      -4.9819     -87.3434     104.9217     149.2748 
 56272.00000     122.0372     230.8578      -5.1262     -87.5364     108.2965     147.6735 
 56273.00000     122.1181     230.9816      -5.2968     -87.6217     111.6286     146.0314 
 56274.00000     122.1513     230.8980      -5.4465     -87.4910     114.9143     144.3453 
 56275.00000     122.1486     230.5929      -5.5680     -87.1394     118.1626     142.6085 
 56276.00000     122.1698     230.1632      -5.6899     -86.6749     121.3965     140.8105 
 56277.00000     122.2833     229.7554      -5.8497     -86.2532     124.6457     138.9394 
 56278.00000     122.4630     229.3680      -6.0256     -85.8657     127.9060     137.0001 
 56279.00000     122.6933     228.9395      -6.2077     -85.4347     131.1680     135.0078 
 56280.00000     123.0423     228.3474      -6.4438     -84.8097     134.4388     132.9839 
 56281.00000     123.4121     227.6350      -6.6568     -84.0457     137.6939     130.9220 
 56282.00000     123.6539     226.9049      -6.7365     -83.2762     140.9006     128.8074 
 56283.00000     123.7145     226.2284      -6.6520     -82.5920     144.0448     126.6328 
 56284.00000     123.6307     225.7132      -6.4486     -82.1129     147.1351     124.3890 
 56285.00000     123.4616     225.3695      -6.1853     -81.8377     150.1798     122.0841 
 56286.00000     123.3165     225.1404      -5.9569     -81.6758     153.1898     119.7379 
 56287.00000     123.2186     224.9877      -5.7809     -81.5788     156.1678     117.3556 
 56288.00000     123.1520     224.8425      -5.6276     -81.4824     159.1168     114.9351 
 56289.00000     123.1000     224.6473      -5.4724     -81.3323     162.0327     112.4771 
 56290.00000     123.0517     224.3766      -5.3081     -81.1019     164.9031     109.9864 
 56291.00000     122.9925     224.0063      -5.1312     -80.7647     167.7082     107.4706 
 56292.00000     122.9029     223.5459      -4.9519     -80.3236     170.4164     104.9434 
 56293.00000     122.8038     223.1754      -4.8470     -79.9479     173.0154     102.4062 
 56294.00000     122.7631     223.0219      -4.8798     -79.7598     175.5459      99.8401 
 56295.00000     122.8376     222.9847      -5.0340     -79.6611     178.0569      97.2259 
 56296.00000     123.0447     222.8904      -5.2595     -79.4832     180.5642      94.5561 
 56297.00000     123.3679     222.5344      -5.4904     -79.0300     183.0476      91.8343 
 56298.00000     123.7517     221.8791      -5.6674     -78.2766     185.4882      89.0685 
 56299.00000     124.0347     221.3731      -5.7279     -77.6995     187.9404      86.2616 
 56300.00000     124.0296     220.7368      -5.4632     -77.0626     190.3440      83.4604 
 56301.00000     123.7677     219.8963      -4.8973     -76.3023     192.6749      80.6629 
 56302.00000     123.3452     218.9872      -4.1522     -75.5553     194.9482      77.8345 
 56303.00000     122.8595     218.0928      -3.3495     -74.8825     197.1653      74.9599 
 56304.00000     122.4502     217.2739      -2.6537     -74.2871     199.3152      72.0362 
 56305.00000     122.3127     216.6318      -2.3209     -73.7578     201.3638      69.0786 
 56306.00000     122.5990     216.3740      -2.6032     -73.3662     203.2890      66.1207 
 56307.00000     123.1856     216.1093      -3.1488     -72.8348     205.1604      63.1254 
 56308.00000     123.7710     215.2809      -3.3326     -71.8366     207.0686      60.0591 
 56309.00000     124.2275     214.0700      -3.1334     -70.5705     208.9879      56.9560 
 56310.00000     124.5462     212.8590      -2.7777     -69.3485     210.8612      53.8551 
 56311.00000     124.8092     211.8559      -2.4781     -68.3131     212.6552      50.7582 
 56312.00000     125.2177     211.1242      -2.4629     -67.4502     214.3550      47.6275 
 56313.00000     125.8545     210.5446      -2.7240     -66.6334     215.9821      44.4343 
 56314.00000     126.6764     210.1170      -3.2091     -65.8796     217.5523      41.1740 
 56315.00000     127.5380     209.8873      -3.7911     -65.2954     219.0982      37.8501 
 56316.00000     128.3143     209.7125      -4.2737     -64.8291     220.6375      34.4628 
 56317.00000     128.9357     209.4500      -4.5410     -64.3856     222.1497      31.0345 
 56318.00000     129.3654     208.9865      -4.5481     -63.8594     223.5836      27.6102 
 56319.00000     129.5687     208.3573      -4.3432     -63.2578     224.8818      24.2447 
 56320.00000     129.5231     207.9328      -4.1018     -62.8856     226.0796      20.9522 
 56321.00000     129.3493     207.6693      -3.7865     -62.6767     227.2947      17.6929 
 56322.00000     129.1329     207.4721      -3.3629     -62.5413     228.5754      14.4301 
 56323.00000     128.7910     207.4604      -2.9049     -62.6468     229.8661      11.1410 
 56324.00000     128.3687     207.6012      -2.5080     -62.9555     231.0927       7.8081 
 56325.00000     128.1306     207.6247      -2.2832     -63.1021     232.1660       4.4183 
 56326.00000     128.2502     207.4317      -2.3108     -62.8939     233.0555       0.9709 
 56327.00000     128.3465     207.5405      -2.4837     -62.9346     233.9355      -2.5041 
 56328.00000     128.5243     207.5955      -2.6790     -62.8544     234.7629      -5.9708 
 56329.00000     128.9367     207.4720      -2.9271     -62.4567     235.5209      -9.4297 
 56330.00000     129.6580     207.2661      -3.2943     -61.7645     236.2509     -12.8918 
 56331.00000     130.6180     207.0066      -3.7333     -60.8559     236.9610     -16.3699 
 56332.00000     131.5807     206.6736      -4.0781     -59.8989     237.6355     -19.8735 
 56333.00000     132.1573     206.1854      -4.0424     -59.1398     238.2406     -23.4060 
 56334.00000     132.0892     205.5261      -3.4842     -58.7900     238.7476     -26.9737 
 56335.00000     131.6158     204.7768      -2.6166     -58.7052     239.1747     -30.5410 
 56336.00000     131.0943     204.0088      -1.7171     -58.6448     239.5343     -34.0871 
 56337.00000     130.7580     203.2653      -0.9517     -58.4501     239.8389     -37.6086 
 56338.00000     130.7199     202.6061      -0.4196     -58.0647     240.0995     -41.1088 
 56339.00000     130.9999     202.1057      -0.1806     -57.5179     240.3205     -44.5988 
 56340.00000     131.4755     201.8502      -0.2307     -56.9741     240.4988     -48.1065 
 56341.00000     131.8816     201.9148      -0.4916     -56.7229     240.6242     -51.6724 
 56342.00000     132.1210     202.2068      -0.8549     -56.7869     240.6846     -55.2983 
 56343.00000     132.2186     202.4890      -1.1624     -56.9848     240.6633     -58.9554 
 56344.00000     132.2775     202.5763      -1.3133     -57.1048     240.5630     -62.6126 
 56345.00000     132.3601     202.3781      -1.2522     -57.0354     240.3905     -66.2497 
 56346.00000     132.4349     201.8806      -0.9273     -56.7906     240.1625     -69.8493 
 56347.00000     132.4457     201.1491      -0.3388     -56.4485     239.9019     -73.3962 
 56348.00000     132.6701     200.2687       0.2685     -55.8343     239.5692     -76.9077 
 56349.00000     133.4290     199.3382       0.6202     -54.7483     239.1154     -80.4200 
 56350.00000     134.5817     198.5250       0.6824     -53.3913     238.5714     -83.9407 
 56351.00000     135.8453     197.9609       0.5258     -52.0578     237.9894     -87.4628 
 56352.00000     137.0428     197.6820       0.2186     -50.9064     237.3958     -90.9798 
 56353.00000     138.0642     197.6432      -0.1534     -50.0025     236.7980     -94.4840 
 56354.00000     138.8859     197.6862      -0.4688     -49.2885     236.1740     -97.9640 
 56355.00000     139.5477     197.5722      -0.5790     -48.6228     235.4767    -101.4056 
 56356.00000     140.0681     197.2978      -0.4958     -48.0030     234.7019    -104.8143 
 56357.00000     140.4682     197.0314      -0.3641     -47.5082     233.8727    -108.2190 
 56358.00000     140.8163     196.8799      -0.2922     -47.1329     233.0101    -111.6387 
 56359.00000     141.1638     196.8450      -0.3020     -46.8319     232.1146    -115.0792 
 56360.00000     141.5474     196.8602      -0.3609     -46.5426     231.1695    -118.5377 
 56361.00000     141.9704     196.7809      -0.3723     -46.2075     230.1338    -122.0050 
 56362.00000     142.3314     196.3797      -0.1205     -45.8301     228.9735    -125.4490 
 56363.00000     142.6289     195.5437       0.5734     -45.3219     227.7573    -128.7952 
 56364.00000     143.1229     194.4857       1.4900     -44.5116     226.5372    -132.0479 
 56365.00000     143.7315     193.3761       2.4556     -43.5973     225.2742    -135.2757 
 56366.00000     144.2819     192.2982       3.3885     -42.8100     223.9230    -138.5199 
 56367.00000     144.8357     191.3810       4.1254     -42.1176     222.4634    -141.7800 
 56368.00000     145.6065     190.8101       4.4421     -41.3015     220.8986    -145.0143 
 56369.00000     146.4534     190.6449       4.3876     -40.4304     219.3036    -148.1577 
 56370.00000     146.9431     190.5369       4.4311     -39.8626     217.7294    -151.2198 
 56371.00000     147.1798     190.4169       4.5760     -39.5441     216.1441    -154.2588 
 56372.00000     147.4747     190.5039       4.5078     -39.2252     214.5062    -157.2980 
 56373.00000     147.9774     190.9028       4.0822     -38.7680     212.7946    -160.3425 
 56374.00000     148.6576     191.5175       3.4032     -38.1665     211.0070    -163.3811 
 56375.00000     149.3424     192.0965       2.7666     -37.5203     209.1648    -166.3767 
 56376.00000     149.9770     192.4633       2.3589     -36.8697     207.2736    -169.3280 
 56377.00000     150.5889     192.4957       2.2918     -36.2093     205.3264    -172.2555 
 56378.00000     151.2746     192.2748       2.4643     -35.4697     203.3092    -175.1655 
 56379.00000     152.0767     191.9759       2.7000     -34.6134     201.2193    -178.0435 
 56380.00000     152.9703     191.7138       2.8960     -33.6659     199.0628    -180.8823 
 56381.00000     153.8856     191.5272       3.0292     -32.7032     196.8513    -183.6881 
 56382.00000     154.6851     191.4065       3.1336     -31.8790     194.6085    -186.4794 
 56383.00000     155.1832     191.3173       3.2615     -31.3963     192.3608    -189.2747 
 56384.00000     155.3875     191.1831       3.4545     -31.2375     190.0868    -192.0624 
 56385.00000     155.5428     190.8653       3.8050     -31.1334     187.7432    -194.8094 
 56386.00000     155.9273     190.3174       4.3605     -30.7911     185.3183    -197.4895 
 56387.00000     156.6672     189.5801       5.1001     -30.0830     182.8138    -200.0920 
 56388.00000     157.6889     188.7840       5.9173     -29.0884     180.2458    -202.6244 
 56389.00000     158.7314     188.1426       6.6136     -28.0743     177.6439    -205.1109 
 56390.00000     159.5997     187.7442       7.0756     -27.2229     175.0043    -207.5556 
 56391.00000     160.2700     187.5580       7.3167     -26.5482     172.3203    -209.9556 
 56392.00000     160.8623     187.4352       7.4846     -25.9399     169.5833    -212.3068 
 56393.00000     161.5104     187.2247       7.7558     -25.3038     166.8029    -214.6256 
 56394.00000     162.2273     186.9031       8.1649     -24.6429     163.9873    -216.9184 
 56395.00000     162.9113     186.5529       8.6202     -24.0443     161.1437    -219.1818 
 56396.00000     163.3739     186.3345       8.9313     -23.6520     158.2796    -221.4060 
 56397.00000     163.5539     186.3287       8.9849     -23.4919     155.3832    -223.5814 
 56398.00000     163.6352     186.4202       8.9010     -23.4197     152.4302    -225.7272 
 56399.00000     163.8052     186.5546       8.7698     -23.2696     149.4162    -227.8505 
 56400.00000     164.1957     186.8003       8.5848     -22.8800     146.3630    -229.9350 
 56401.00000     164.8087     187.1527       8.3758     -22.2365     143.2850    -231.9685 
 56402.00000     165.5130     187.4932       8.2330     -21.4941     140.1868    -233.9475 
 56403.00000     166.0237     187.5852       8.3018     -20.9970     137.0709    -235.8704 
 56404.00000     166.2999     187.3676       8.6155     -20.8147     133.9376    -237.7400 
 56405.00000     166.7698     187.1884       8.9454     -20.4579     130.7606    -239.5760 
 56406.00000     167.1148     186.9499       9.2797     -20.2766     127.5379    -241.3934 
 56407.00000     167.0760     186.5835       9.6237     -20.5274     124.3100    -243.1815 
 56408.00000     166.7800     186.1715       9.9388     -21.0440     121.0866    -244.9225 
 56409.00000     166.5925     185.8267      10.1993     -21.4277     117.8177    -246.6009 
 56410.00000     166.7090     185.5076      10.5066     -21.4855     114.4842    -248.1872 
 56411.00000     166.8181     185.1959      10.8406     -21.5198     111.1657    -249.6879 
 56412.00000     167.1661     185.4874      10.6995     -21.1558     107.7964    -251.2043 
 56413.00000     167.8582     186.0199      10.4729     -20.3969     104.3743    -252.6947 
 56414.00000     168.8007     186.1072      10.7746     -19.5683     100.9253    -254.0943 
 56415.00000     169.8723     185.6201      11.6720     -18.8547      97.4582    -255.3967 
 56416.00000     170.8580     185.0470      12.6372     -18.2712      93.9846    -256.6353 
 56417.00000     171.6603     184.7072      13.3673     -17.6761      90.5345    -257.7370 
 56418.00000     172.3422     184.3310      14.1389     -17.0098      87.1227    -258.5737 
 56419.00000     172.5796     184.5419      14.1508     -16.5919      83.6560    -259.5085 
 56420.00000     172.4431     184.9125      13.7799     -16.6054      80.1152    -260.5908 
 56421.00000     172.2287     185.0236      13.5799     -16.8246      76.5523    -261.6325 
 56422.00000     172.1516     184.9251      13.6322     -16.9678      72.9812    -262.5511 
 56423.00000     172.3905     184.8578      13.8058     -16.7715      69.3699    -263.3551 
 56424.00000     173.0196     185.0771      13.9062     -16.0965      65.6786    -264.1064 
 56425.00000     173.9241     185.4081      14.0428     -15.1749      61.9226    -264.8413 
 56426.00000     174.9172     185.7011      14.2711     -14.2547      58.1373    -265.5647 
 56427.00000     175.8202     185.8902      14.5577     -13.5098      54.3453    -266.2644 
 56428.00000     176.4553     185.9586      14.8091     -13.0678      50.5578    -266.9164 
 56429.00000     176.7487     185.8927      14.9839     -12.9752      46.7827    -267.5043 
 56430.00000     176.7749     185.6948      15.1084     -13.1556      43.0166    -268.0144 
 56431.00000     176.7266     185.3944      15.2620     -13.4308      39.2483    -268.4367 
 56432.00000     176.7225     185.0293      15.4997     -13.6949      35.4881    -268.7776 
 56433.00000     176.7688     184.6532      15.7910     -13.9198      31.7423    -269.0463 
 56434.00000     176.7671     184.6112      15.8540     -13.9153      28.0465    -269.2176 
 56435.00000     176.5669     185.4720      15.2435     -13.3169      24.4599    -269.2286 
 56436.00000     176.1398     186.9923      14.0936     -12.3258      20.9443    -269.1222 
 56437.00000     175.5668     188.1734      13.0519     -11.7175      17.3822    -269.0386 
 56438.00000     175.1163     187.2221      13.3124     -12.8526      13.5606    -269.2074 
 56439.00000     175.3325     184.6493      14.9763     -14.9608       9.5872    -269.5346 
 56440.00000     176.1459     184.1231      15.9696     -14.9296       5.9033    -269.5418 
 56441.00000     176.7349     184.3731      16.3070     -14.3025       2.2375    -269.3136 
 56442.00000     176.9639     184.5473      16.3586     -13.9369      -1.5000    -268.9958 
 56443.00000     177.0265     184.7993      16.2508     -13.6371      -5.2229    -268.6430 
 56444.00000     176.9710     184.9782      16.1361     -13.5319      -8.9072    -268.3034 
 56445.00000     176.9757     184.7745      16.3101     -13.7648     -12.5802    -267.9839 
 56446.00000     177.2876     184.0948      16.9640     -14.2140     -16.2925    -267.6224 
 56447.00000     177.5968     183.4653      17.5716     -14.6067     -20.0019    -267.1704 
 56448.00000     177.7201     183.1129      17.8972     -14.8553     -23.6648    -266.6237 
 56449.00000     177.8031     182.8558      18.1742     -15.0616     -27.2746    -266.0289 
 56450.00000     177.9087     182.5758      18.5171     -15.3080     -30.8351    -265.4076 
 56451.00000     178.0002     182.2528      18.8897     -15.6141     -34.3613    -264.7415 
 56452.00000     177.9616     181.9052      19.1516     -15.9799     -37.8822    -263.9859 
 56453.00000     177.6619     181.5384      19.1660     -16.4352     -41.4140    -263.1131 
 56454.00000     177.2124     181.1209      19.0453     -16.9689     -44.9494    -262.1498 
 56455.00000     176.7462     180.6290      18.9262     -17.5669     -48.4739    -261.1306 
 56456.00000     176.3499     180.0760      18.8835     -18.1972     -51.9786    -260.0756 
 56457.00000     176.0771     179.5058      18.9488     -18.8091     -55.4584    -258.9945 
 56458.00000     175.9416     178.9986      19.0997     -19.3308     -58.9132    -257.8888 
 56459.00000     175.9151     178.6614      19.2650     -19.6734     -62.3468    -256.7505 
 56460.00000     175.9264     178.5317      19.3662     -19.8203     -65.7654    -255.5665 
 56461.00000     175.9169     178.5137      19.3841     -19.8710     -69.1816    -254.3278 
 56462.00000     175.8736     178.5244      19.3468     -19.8943     -72.5912    -253.0249 
 56463.00000     175.8234     178.5808      19.2880     -19.8607     -75.9787    -251.6563 
 56464.00000     175.8026     178.6922      19.2465     -19.7527     -79.3370    -250.2277 
 56465.00000     175.8533     178.8498      19.2626     -19.5768     -82.6702    -248.7522 
 56466.00000     176.0806     178.9979      19.4418     -19.3831     -85.9927    -247.2606 
 56467.00000     176.5732     179.0598      19.8814     -19.2434     -89.3176    -245.7739 
 56468.00000     177.0931     179.1235      20.3302     -19.1139     -92.6417    -244.2461 
 56469.00000     177.3993     179.2932      20.5349     -18.9266     -95.9569    -242.6367 
 56470.00000     177.6189     179.5399      20.6321     -18.6907     -99.2572    -240.9734 
 56471.00000     177.9101     179.7857      20.8016     -18.4612    -102.5376    -239.2831 
 56472.00000     178.2750     179.9346      21.0789     -18.3222    -105.7889    -237.5549 
 56473.00000     178.5737     179.8737      21.3614     -18.3791    -109.0008    -235.7470 
 56474.00000     178.7018     179.5635      21.5519     -18.6705    -112.1671    -233.8370 
 56475.00000     178.8051     179.0688      21.7745     -19.1364    -115.2794    -231.8643 
 56476.00000     178.9345     178.5328      22.0403     -19.6630    -118.3394    -229.8654 
 56477.00000     179.0315     178.0641      22.2681     -20.1544    -121.3486    -227.8400 
 56478.00000     179.0735     177.7105      22.4275     -20.5573    -124.3091    -225.7808 
 56479.00000     179.0868     177.4725      22.5423     -20.8554    -127.2269    -223.6797 
 56480.00000     179.1522     177.3093      22.6936     -21.0582    -130.1106    -221.5200 
 56481.00000     179.3629     177.1306      22.9741     -21.2248    -132.9741    -219.2814 
 56482.00000     179.6941     176.8383      23.3598     -21.4651    -135.8270    -216.9678 
 56483.00000     180.0195     176.4108      23.7350     -21.8347    -138.6560    -214.5960 
 56484.00000     180.2214     175.8945      23.9917     -22.3079    -141.4415    -212.1776 
 56485.00000     180.2422     175.3361      24.0767     -22.8439    -144.1708    -209.7202 
 56486.00000     180.0700     174.7769      23.9771     -23.4016    -146.8398    -207.2324 
 56487.00000     179.7172     174.2685      23.7007     -23.9306    -149.4502    -204.7247 
 56488.00000     179.3950     173.8395      23.4538     -24.3675    -152.0078    -202.1764 
 56489.00000     179.4255     173.4932      23.5571     -24.6655    -154.5170    -199.5455 
 56490.00000     179.6065     173.2341      23.8016     -24.8671    -156.9879    -196.8662 
 56491.00000     179.5186     172.9932      23.7522     -25.0693    -159.4382    -194.1694 
 56492.00000     178.9577     172.6886      23.1901     -25.3381    -161.8800    -191.4594 
 56493.00000     178.0597     172.2747      22.2490     -25.6843    -164.3108    -188.7158 
 56494.00000     177.2012     171.7573      21.3151     -26.0728    -166.7164    -185.9007 
 56495.00000     176.6288     171.2509      20.6577     -26.4249    -169.0781    -183.0293 
 56496.00000     176.5204     171.0052      20.4972     -26.5848    -171.3755    -180.1657 
 56497.00000     176.8389     171.2323      20.8316     -26.4113    -173.6059    -177.3633 
 56498.00000     177.2782     171.8426      21.3480     -25.9443    -175.7857    -174.5907 
 56499.00000     177.6026     172.6378      21.7886     -25.3109    -177.9270    -171.8038 
 56500.00000     177.7399     173.3618      22.0524     -24.7216    -180.0284    -168.9754 
 56501.00000     177.8381     173.6893      22.2183     -24.5039    -182.1001    -166.0961 
 56502.00000     178.1782     173.4924      22.5086     -24.8086    -184.1556    -163.1451 
 56503.00000     178.6195     173.1188      22.8887     -25.2496    -186.1345    -160.0989 
 56504.00000     178.6682     172.9314      22.9893     -25.4251    -187.9902    -157.0125 
 56505.00000     178.1984     172.8791      22.6492     -25.4118    -189.7609    -153.9567 
 56506.00000     177.4787     172.8113      22.0572     -25.4089    -191.4934    -150.9422 
 56507.00000     177.0363     172.6697      21.6968     -25.5265    -193.2014    -147.9008 
 56508.00000     177.1062     172.6367      21.8010     -25.6133    -194.9208    -144.7841 
 56509.00000     177.2985     172.7535      22.0054     -25.5942    -196.6518    -141.6438 
 56510.00000     177.5277     172.5701      22.2235     -25.8843    -198.2711    -138.4838 
 56511.00000     177.8124     172.1350      22.4674     -26.4219    -199.7855    -135.2859 
 56512.00000     178.1075     171.6793      22.6889     -26.9557    -201.2633    -132.0341 
 56513.00000     178.3765     171.3009      22.8537     -27.3798    -202.7360    -128.7279 
 56514.00000     178.6062     171.0310      22.9595     -27.6720    -204.2076    -125.3800 
 56515.00000     178.6521     170.9060      22.8901     -27.7931    -205.6778    -122.0382 
 56516.00000     178.6015     170.8743      22.7610     -27.8597    -207.1007    -118.7448 
 56517.00000     178.9723     170.7734      23.0906     -28.1819    -208.3765    -115.4609 
 56518.00000     179.6592     170.7002      23.7874     -28.6252    -209.5290    -112.1683 
 56519.00000     180.2804     170.7522      24.4691     -28.9435    -210.6292    -108.8565 
 56520.00000     180.6477     170.9240      24.9317     -29.0466    -211.7147    -105.5129 
 56521.00000     180.8042     171.1238      25.1829     -29.0147    -212.7844    -102.1246 
 56522.00000     180.9428     171.2210      25.3674     -29.0308    -213.8104     -98.6790 
 56523.00000     181.1356     171.2244      25.5667     -29.1220    -214.7751     -95.1805 
 56524.00000     181.3113     171.1974      25.7654     -29.2079    -215.6568     -91.6392 
 56525.00000     181.3921     171.1756      25.9240     -29.2387    -216.4440     -88.0768 
 56526.00000     181.3794     171.1848      26.0550     -29.2074    -217.1406     -84.5122 
 56527.00000     181.2960     171.2604      26.1880     -29.1008    -217.7579     -80.9543 
 56528.00000     181.1718     171.4353      26.3526     -28.9058    -218.3131     -77.4036 
 56529.00000     181.0664     171.7485      26.5911     -28.6116    -218.8395     -73.8492 
 56530.00000     181.0428     172.2143      26.9318     -28.2295    -219.3736     -70.2761 
 56531.00000     181.0585     172.7531      27.2918     -27.8178    -219.9214     -66.6949 
 56532.00000     180.9888     173.2588      27.5281     -27.4214    -220.4642     -63.1342 
 56533.00000     180.7525     173.7092      27.5893     -27.0204    -220.9753     -59.6086 
 56534.00000     180.3721     174.0920      27.5048     -26.6237    -221.4382     -56.1115 
 56535.00000     180.0422     174.4425      27.4605     -26.2753    -221.8431     -52.6018 
 56536.00000     180.0318     174.8233      27.7085     -26.0344    -222.1842     -49.0184 
 56537.00000     180.4329     175.1725      28.2636     -25.9914    -222.4699     -45.3337 
 56538.00000     181.1561     175.3521      28.9416     -26.2178    -222.7140     -41.5605 
 56539.00000     181.9593     175.2725      29.4873     -26.6705    -222.9153     -37.7434 
 56540.00000     182.6600     174.9500      29.7756     -27.2398    -223.0635     -33.9137 
 56541.00000     183.1692     174.4975      29.8236     -27.7959    -223.1488     -30.0964 
 56542.00000     183.4601     174.1404      29.7739     -28.1691    -223.1669     -26.3141 
 56543.00000     183.5574     174.1724      29.8707     -28.1897    -223.1076     -22.5933 
 56544.00000     183.5235     174.5144      30.1216     -27.9636    -222.9686     -18.9349 
 56545.00000     183.4181     174.6955      30.1999     -27.8075    -222.7899     -15.2828 
 56546.00000     183.2504     174.6329      30.0247     -27.7476    -222.5953     -11.6085 
 56547.00000     182.9869     174.6026      29.7907     -27.5810    -222.3680      -7.9284 
 56548.00000     182.6132     174.7756      29.6354     -27.1956    -222.0944      -4.2562 
 56549.00000     182.1500     175.1499      29.5906     -26.6206    -221.7639      -0.6009 
 56550.00000     181.6613     175.6245      29.6332     -25.9813    -221.3712       3.0295 
 56551.00000     181.2278     176.1276      29.7532     -25.3839    -220.9239       6.6388 
 56552.00000     180.9289     176.7062      30.0309     -24.8423    -220.4266      10.2494 
 56553.00000     180.8123     177.4424      30.5565     -24.3121    -219.8805      13.9005 
 56554.00000     180.8092     178.2786      31.2474     -23.7676    -219.2790      17.6058 
 56555.00000     180.8168     179.0585      31.9202     -23.2449    -218.6167      21.3413 
 56556.00000     180.7115     179.5385      32.3061     -22.8352    -217.8894      25.0493 
 56557.00000     180.5190     179.6697      32.3641     -22.6108    -217.1081      28.6914 
 56558.00000     180.4632     179.7628      32.4440     -22.5433    -216.3002      32.3013 
 56559.00000     180.6402     179.9866      32.7216     -22.6009    -215.4782      35.9046 
 56560.00000     180.9921     180.2745      33.1113     -22.7837    -214.6352      39.4955 
 56561.00000     181.4231     180.5275      33.4875     -23.0678    -213.7580      43.0702 
 56562.00000     181.8624     180.6634      33.7513     -23.4396    -212.8351      46.6204 
