         MJD           Ac           As           X0           Y0           dX           dY
 51475.00000      -5.6290     -43.9300       1.4840     -48.6051      35.8466     -76.5469 
 51476.00000      -5.7626     -43.4251       1.9307     -48.6202      35.3841     -76.9012 
 51477.00000      -6.1095     -42.6856       2.6685     -48.6284      34.8969     -77.2765 
 51478.00000      -6.4729     -41.9897       3.3826     -48.6814      34.4095     -77.7050 
 51479.00000      -6.6976     -41.5276       3.8460     -48.8183      33.9382     -78.2097 
 51480.00000      -6.6565     -41.4186       3.8978     -49.0708      33.4933     -78.8014 
 51481.00000      -6.2668     -41.7097       3.4531     -49.4561      33.0777     -79.4786 
 51482.00000      -5.8456     -42.0557       2.9503     -49.8076      32.6644     -80.1379 
 51483.00000      -5.4384     -42.3181       2.5068     -50.1167      32.2334     -80.7227 
 51484.00000      -5.0222     -42.4989       2.1060     -50.3942      31.7860     -81.2241 
 51485.00000      -4.7014     -42.6370       1.8123     -50.5586      31.3511     -81.6628 
 51486.00000      -4.4482     -42.7737       1.5887     -50.6256      30.9392     -82.0569 
 51487.00000      -4.1088     -42.9316       1.3145     -50.7142      30.5467     -82.4235 
 51488.00000      -3.4043     -43.1256       0.7750     -51.0377      30.1611     -82.7846 
 51489.00000      -2.0632     -43.2071      -0.1744     -51.8518      29.7275     -83.1086 
 51490.00000      -0.8831     -43.1263      -0.8727     -52.6963      29.3368     -83.4866 
 51491.00000      -0.1535     -42.9238      -1.1108     -53.3618      29.0207     -83.9325 
 51492.00000       0.2407     -42.6425      -1.0126     -53.8704      28.7576     -84.4020 
 51493.00000       0.3758     -42.3004      -0.6573     -54.2462      28.5284     -84.8674 
 51494.00000       0.3519     -41.8801      -0.1266     -54.5568      28.3081     -85.3063 
 51495.00000       0.2783     -41.3372       0.5004     -54.8999      28.0684     -85.7033 
 51496.00000       0.3288     -40.6761       1.0488     -55.3959      27.7718     -86.0641 
 51497.00000       0.6725     -39.7842       1.4087     -56.2397      27.3744     -86.3897 
 51498.00000       1.2212     -38.8905       1.5336     -57.1873      26.9213     -86.6734 
 51499.00000       1.8249     -38.2992       1.4096     -57.8977      26.4740     -86.9138 
 51500.00000       2.3996     -38.1235       1.0685     -58.2282      26.0574     -87.1196 
 51501.00000       2.9046     -38.3315       0.5723     -58.1888      25.6661     -87.3099 
 51502.00000       3.3260     -38.7343       0.0249     -57.9433      25.2676     -87.5104 
 51503.00000       3.7296     -38.9275      -0.4574     -57.8933      24.7924     -87.7548 
 51504.00000       3.7521     -38.9528      -0.5572     -57.8626      24.2864     -88.0982 
 51505.00000       3.4509     -38.9715      -0.3826     -57.7375      23.7744     -88.5130 
 51506.00000       3.1054     -39.1213      -0.2343     -57.5013      23.2580     -88.9374 
 51507.00000       2.8438     -39.4667      -0.2425     -57.1371      22.7447     -89.3442 
 51508.00000       2.6933     -40.0144      -0.4215     -56.6420      22.2414     -89.7297 
 51509.00000       2.5815     -40.7169      -0.6722     -56.0305      21.7561     -90.1113 
 51510.00000       2.4604     -41.1623      -0.6735     -55.6721      21.3635     -90.5255 
 51511.00000       2.4306     -41.2239      -0.4601     -55.7174      21.0680     -90.9575 
 51512.00000       2.5517     -40.9448      -0.1568     -56.1396      20.8341     -91.3868 
 51513.00000       2.8044     -40.4457       0.1415     -56.8094      20.6198     -91.8002 
 51514.00000       3.1219     -39.9314       0.3418     -57.5049      20.3716     -92.1903 
 51515.00000       3.3969     -39.6777       0.3601     -57.9250      20.0248     -92.5539 
 51516.00000       3.4509     -40.0908       0.1196     -57.6258      19.4926     -92.8942 
 51517.00000       3.3715     -41.0256      -0.3417     -56.7705      18.8064     -93.2097 
 51518.00000       3.2609     -42.2314      -0.9379     -55.6281      18.0286     -93.5014 
 51519.00000       3.1847     -43.4993      -1.5968     -54.4182      17.2050     -93.7733 
 51520.00000       3.1655     -44.6535      -2.2376     -53.3173      16.3736     -94.0306 
 51521.00000       3.2260     -45.5563      -2.8084     -52.4664      15.5668     -94.2771 
 51522.00000       3.3616     -46.1083      -3.2599     -51.9634      14.8091     -94.5167 
 51523.00000       3.5619     -46.2501      -3.5631     -51.8657      14.1165     -94.7515 
 51524.00000       3.6482     -46.1832      -3.6662     -51.9243      13.4476     -94.9744 
 51525.00000       3.5615     -45.9510      -3.5582     -52.0875      12.7761     -95.1847 
 51526.00000       3.2999     -45.5596      -3.2495     -52.3598      12.0969     -95.3837 
 51527.00000       2.8740     -45.0449      -2.7665     -52.7224      11.4073     -95.5756 
 51528.00000       2.3109     -44.4592      -2.1548     -53.1425      10.7047     -95.7639 
 51529.00000       1.6539     -43.8671      -1.4762     -53.5791       9.9860     -95.9546 
 51530.00000       0.9633     -43.3437      -0.8087     -53.9831       9.2479     -96.1550 
 51531.00000       0.3131     -42.9757      -0.2437     -54.2941       8.4859     -96.3750 
 51532.00000      -0.1145     -42.9859       0.0161     -54.3213       7.7112     -96.6129 
 51533.00000      -0.2921     -43.3446      -0.0169     -54.0696       6.9444     -96.8525 
 51534.00000      -0.2658     -43.9145      -0.2422     -53.6370       6.2063     -97.0763 
 51535.00000      -0.0948     -44.5551      -0.5559     -53.1278       5.5152     -97.2674 
 51536.00000       0.1400     -45.1209      -0.8405     -52.6517       4.8881     -97.4077 
 51537.00000       0.3398     -45.4071      -0.9522     -52.3803       4.3518     -97.4779 
 51538.00000       0.3485     -45.8423      -0.8823     -51.8713       3.8121     -97.4739 
 51539.00000       0.0867     -46.3736      -0.6117     -51.2237       3.1976     -97.4406 
 51540.00000      -0.3383     -46.8115      -0.2193     -50.6777       2.5189     -97.4102 
 51541.00000      -0.8149     -47.1085       0.1962     -50.3087       1.7905     -97.3972 
 51542.00000      -1.2451     -47.2515       0.5494     -50.1431       1.0309     -97.4086 
 51543.00000      -1.5449     -47.2544       0.7684     -50.1676       0.2595     -97.4445 
 51544.00000      -1.6416     -47.1637       0.7947     -50.3231      -0.5024     -97.4976 
 51545.00000      -1.6673     -47.1797       0.7872     -50.3256      -1.2248     -97.4918 
 51546.00000      -1.6931     -47.1957       0.7798     -50.3279      -1.9472     -97.4751 
 51547.00000      -1.7898     -47.3633       0.8112     -50.1558      -2.7072     -97.4221 
 51548.00000      -1.9367     -47.6075       0.8969     -49.8767      -3.4709     -97.3230 
 51549.00000      -2.1203     -47.8625       1.0309     -49.5733      -4.2297     -97.1930 
 51550.00000      -2.3095     -48.0569       1.1904     -49.3360      -4.9696     -97.0524 
 51551.00000      -2.4581     -48.1052       1.3384     -49.2738      -5.6707     -96.9291 
 51552.00000      -2.4973     -47.9019       1.4168     -49.5179      -6.3046     -96.8593 
 51553.00000      -2.5363     -47.5444       1.5262     -49.9864      -6.8806     -96.8504 
 51554.00000      -2.6611     -47.1517       1.7384     -50.5588      -7.4215     -96.8887 
 51555.00000      -2.9110     -46.7967       2.0818     -51.1578      -7.9466     -96.9599 
 51556.00000      -3.2883     -46.5352       2.5521     -51.7172      -8.4727     -97.0469 
 51557.00000      -3.7638     -46.3916       3.1125     -52.1928      -9.0152     -97.1291 
 51558.00000      -4.2806     -46.3650       3.6984     -52.5569      -9.5860     -97.1839 
 51559.00000      -4.7479     -46.4226       4.2101     -52.8017     -10.1939     -97.1877 
 51560.00000      -5.0219     -46.4099       4.4867     -53.0255     -10.8285     -97.1225 
 51561.00000      -4.9413     -46.2017       4.3418     -53.2757     -11.4881     -96.9613 
 51562.00000      -4.5788     -45.8680       3.8701     -53.5046     -12.1613     -96.7230 
 51563.00000      -4.0649     -45.5333       3.2429     -53.6472     -12.8337     -96.4415 
 51564.00000      -3.4887     -45.2887       2.5836     -53.6586     -13.4948     -96.1406 
 51565.00000      -2.9276     -45.2009       1.9968     -53.5156     -14.1385     -95.8399 
 51566.00000      -2.4253     -45.3085       1.5457     -53.2116     -14.7619     -95.5530 
 51567.00000      -1.9525     -45.4682       1.1915     -52.9056     -15.3372     -95.3082 
 51568.00000      -1.4234     -45.5304       0.8008     -52.7002     -15.8684     -95.0934 
 51569.00000      -0.8345     -45.4746       0.3460     -52.6035     -16.3698     -94.9027 
 51570.00000      -0.2246     -45.3358      -0.1446     -52.5908     -16.8579     -94.7340 
 51571.00000       0.3695     -45.1678      -0.6417     -52.6190     -17.3555     -94.5822 
 51572.00000       0.8954     -45.0412      -1.0996     -52.6344     -17.8913     -94.4381 
 51573.00000       1.2964     -45.0532      -1.4632     -52.5620     -18.5020     -94.2891 
 51574.00000       1.5088     -45.4487      -1.6341     -52.1882     -19.2531     -94.1099 
 51575.00000       1.4798     -46.1503      -1.5991     -51.6138     -20.1573     -93.8942 
 51576.00000       1.3629     -46.8052      -1.5475     -51.0788     -21.1171     -93.6184 
 51577.00000       1.3564     -47.1787      -1.6781     -50.6887     -22.0438     -93.2670 
 51578.00000       1.5335     -47.2120      -2.0487     -50.4735     -22.8936     -92.8624 
 51579.00000       1.8610     -46.9725      -2.5937     -50.4303     -23.6533     -92.4586 
 51580.00000       2.2419     -46.6672      -3.1591     -50.5051     -24.3485     -92.1449 
 51581.00000       1.8106     -46.6493      -2.8250     -50.8340     -24.9828     -91.9250 
 51582.00000       0.7500     -46.9103      -1.7845     -51.3012     -25.5816     -91.7342 
 51583.00000      -0.3611     -47.3188      -0.6444     -51.7103     -26.1875     -91.5443 
 51584.00000      -1.1793     -47.8128       0.2494     -51.9174     -26.8282     -91.3414 
 51585.00000      -1.4874     -48.3703       0.6939     -51.8099     -27.5236     -91.1249 
 51586.00000      -1.1875     -49.0119       0.6258     -51.3093     -28.2823     -90.9060 
 51587.00000      -0.3000     -49.8093       0.1224     -50.3704     -29.1035     -90.7053 
 51588.00000       0.6931     -50.7937      -0.3272     -49.2172     -29.9245     -90.5026 
 51589.00000       1.4569     -52.1706      -0.2849     -47.9182     -30.7079     -90.3250 
 51590.00000       1.9957     -53.6735       0.0662     -46.6510     -31.4763     -90.1240 
 51591.00000       2.3658     -54.9543       0.4365     -45.6030     -32.2548     -89.8393 
 51592.00000       2.5951     -55.9032       0.7224     -44.8187     -33.0424     -89.4486 
 51593.00000       2.6954     -56.5914       0.9674     -44.2394     -33.8177     -88.9590 
 51594.00000       2.6978     -57.2832       1.3494     -43.6786     -34.5414     -88.4054 
 51595.00000       2.7163     -58.5171       2.1828     -42.7353     -35.1742     -87.8583 
 51596.00000       2.8688     -60.0537       3.2026     -41.4867     -35.7486     -87.2850 
 51597.00000       3.2155     -61.5294       4.0876     -40.1164     -36.3034     -86.6436 
 51598.00000       3.7427     -62.7218       4.6701     -38.7740     -36.8622     -85.9237 
 51599.00000       4.3802     -63.4978       4.8849     -37.6014     -37.4408     -85.1375 
 51600.00000       5.0136     -63.8207       4.7668     -36.7228     -38.0467     -84.3171 
 51601.00000       5.4730     -63.7579       4.4670     -36.2564     -38.6798     -83.5152 
 51602.00000       5.5175     -63.4425       4.2392     -36.3714     -39.3288     -82.8173 
 51603.00000       5.6645     -62.9092       3.8188     -36.5994     -39.9243     -82.1645 
 51604.00000       6.0299     -62.4275       3.3058     -36.6198     -40.4947     -81.5092 
 51605.00000       6.4692     -62.1437       2.8703     -36.4444     -41.0834     -80.8488 
 51606.00000       6.9052     -62.1031       2.5872     -36.1085     -41.7074     -80.1819 
 51607.00000       7.2647     -62.2624       2.4727     -35.7113     -42.3675     -79.5147 
 51608.00000       7.4806     -62.4895       2.4805     -35.4085     -43.0473     -78.8610 
 51609.00000       7.3966     -62.4957       2.5206     -35.5247     -43.6916     -78.2431 
 51610.00000       6.9366     -62.2067       2.5298     -36.1700     -44.3303     -77.6660 
 51611.00000       6.2276     -61.7581       2.4909     -37.1501     -44.9999     -77.1185 
 51612.00000       5.4040     -61.2738       2.4185     -38.2662     -45.7018     -76.5823 
 51613.00000       4.5963     -60.8676       2.3500     -39.3206     -46.4187     -76.0302 
 51614.00000       3.9229     -60.6378       2.3445     -40.1272     -47.1152     -75.4271 
 51615.00000       3.4890     -60.6797       2.4950     -40.5050     -47.7344     -74.7279 
 51616.00000       3.6212     -60.9821       2.6922     -40.1703     -48.2269     -73.9218 
 51617.00000       4.2451     -61.4569       2.8926     -39.2591     -48.6230     -73.0395 
 51618.00000       5.1542     -62.0332       3.1075     -38.0172     -48.9695     -72.1151 
 51619.00000       6.1986     -62.6550       3.3345     -36.6276     -49.3017     -71.1747 
 51620.00000       7.2499     -63.2804       3.5730     -35.2439     -49.6468     -70.2385 
 51621.00000       8.2082     -63.8772       3.8167     -33.9849     -50.0259     -69.3210 
 51622.00000       9.0148     -64.4342       4.0591     -32.9188     -50.4561     -68.4312 
 51623.00000       9.8903     -65.0749       4.2477     -31.8001     -51.0045     -67.5736 
 51624.00000      11.0150     -65.7454       4.2686     -30.4667     -51.6682     -66.7276 
 51625.00000      12.3488     -66.3756       4.1018     -28.9700     -52.4279     -65.8834 
 51626.00000      13.7544     -66.9194       3.7874     -27.4453     -53.2594     -65.0358 
 51627.00000      15.0506     -67.3287       3.3857     -26.0685     -54.1235     -64.1783 
 51628.00000      16.0126     -67.5594       2.9778     -25.0536     -54.9683     -63.3017 
 51629.00000      16.3699     -67.5710       2.6664     -24.6556     -55.7255     -62.3942 
 51630.00000      15.8038     -67.3291       2.5770     -25.1748     -56.3094     -61.4426 
 51631.00000      14.7230     -66.8511       2.5652     -26.2672     -56.7157     -60.4960 
 51632.00000      13.6064     -66.1278       2.4092     -27.5230     -56.9946     -59.6044 
 51633.00000      12.7598     -65.2464       2.0488     -28.6259     -57.2018     -58.7800 
 51634.00000      12.4046     -64.4056       1.5707     -29.2806     -57.3947     -58.0043 
 51635.00000      12.6876     -63.9328       1.2189     -29.2073     -57.6320     -57.2243 
 51636.00000      13.6885     -64.3149       1.4156     -28.1279     -57.9781     -56.3443 
 51637.00000      14.9978     -64.3823       1.2835     -26.9072     -58.2973     -55.5454 
 51638.00000      16.4336     -64.0337       0.8168     -25.7395     -58.5431     -54.8391 
 51639.00000      17.9375     -63.7328       0.4460     -24.4838     -58.7532     -54.1329 
 51640.00000      19.4157     -63.6338       0.3107     -23.1657     -58.9601     -53.3849 
 51641.00000      20.7902     -63.7143       0.3676     -21.8634     -59.1979     -52.5830 
 51642.00000      21.9785     -63.7879       0.4050     -20.7144     -59.5028     -51.7468 
 51643.00000      22.8862     -63.5005       0.0400     -19.9148     -59.9108     -50.9308 
 51644.00000      23.1823     -62.9060      -0.6654     -19.7403     -60.4380     -50.1017 
 51645.00000      23.0733     -62.2575      -1.4226     -19.9297     -60.9985     -49.2399 
 51646.00000      22.9029     -61.7351      -2.0185     -20.1228     -61.5109     -48.3438 
 51647.00000      22.8912     -61.4309      -2.3439     -20.1037     -61.9396     -47.4186 
 51648.00000      23.1828     -61.3569      -2.3845     -19.7509     -62.2822     -46.4789 
 51649.00000      23.8415     -61.4461      -2.2284     -19.0369     -62.5704     -45.5488 
 51650.00000      24.8498     -61.5650      -2.0576     -18.0262     -62.8700     -44.6649 
 51651.00000      25.6396     -61.8223      -1.7549     -17.2578     -63.1957     -43.7985 
 51652.00000      25.8321     -62.2420      -1.2646     -17.0604     -63.5063     -42.8931 
 51653.00000      25.3008     -62.7091      -0.7074     -17.5388     -63.7792     -41.9213 
 51654.00000      24.0495     -63.1550      -0.1619     -18.6866     -63.9924     -40.8811 
 51655.00000      22.1459     -63.5923       0.3843     -20.4402     -64.1172     -39.7787 
 51656.00000      19.7583     -64.0775       0.9980     -22.6510     -64.1241     -38.6332 
 51657.00000      17.1597     -64.7061       1.8022     -25.0864     -63.9837     -37.4777 
 51658.00000      14.7203     -65.6061       2.9723     -27.4375     -63.6706     -36.3574 
 51659.00000      12.4755     -66.6848       4.3804     -29.6694     -63.2296     -35.2715 
 51660.00000      10.4133     -67.7951       5.8202     -31.7765     -62.7267     -34.2125 
 51661.00000       8.6046     -68.8023       7.1100     -33.6724     -62.2265     -33.1814 
 51662.00000       7.1844     -69.5618       8.0689     -35.2052     -61.7977     -32.1856 
 51663.00000       6.3569     -69.9145       8.5169     -36.1533     -61.5138     -31.2398 
 51664.00000       6.3789     -69.6955       8.2868     -36.2388     -61.4529     -30.3625 
 51665.00000       6.9451     -69.0390       7.5514     -35.7452     -61.5572     -29.5304 
 51666.00000       7.9896     -68.1578       6.6621     -34.7541     -61.6976     -28.7319 
 51667.00000       9.3082     -67.1982       5.8067     -33.4701     -61.8077     -27.9455 
 51668.00000      10.6364     -66.2854       5.0921     -32.1549     -61.8541     -27.1464 
 51669.00000      11.7460     -65.5175       4.5754     -31.0342     -61.8189     -26.3124 
 51670.00000      12.4485     -64.9692       4.2715     -30.2959     -61.7000     -25.4254 
 51671.00000      12.6404     -64.6819       4.1464     -30.0404     -61.5232     -24.4698 
 51672.00000      12.7566     -64.6127       4.1180     -29.8259     -61.4304     -23.4275 
 51673.00000      13.1142     -64.6855       4.1965     -29.3447     -61.4288     -22.3081 
 51674.00000      13.8363     -64.8208       4.3979     -28.4886     -61.4742     -21.1363 
 51675.00000      14.8967     -64.9385       4.6885     -27.2930     -61.5298     -19.9412 
 51676.00000      16.1483     -64.9608       4.9942     -25.9112     -61.5606     -18.7605 
 51677.00000      17.3232     -64.8174       5.1960     -24.6133     -61.5330     -17.6395 
 51678.00000      18.0483     -64.4686       5.1513     -23.7761     -61.4137     -16.6307 
 51679.00000      18.3314     -64.1650       5.0337     -23.4511     -61.2483     -15.7120 
 51680.00000      18.4310     -64.0744       5.0506     -23.4120     -61.0677     -14.8327 
 51681.00000      18.5196     -64.2409       5.2878     -23.4894     -60.8862     -13.9572 
 51682.00000      18.6888     -64.6434       5.7519     -23.5792     -60.7121     -13.0635 
 51683.00000      18.9501     -65.1948       6.3673     -23.6341     -60.5460     -12.1420 
 51684.00000      19.2252     -65.7418       6.9711     -23.6692     -60.3795     -11.1996 
 51685.00000      19.3420     -66.0870       7.3272     -23.7658     -60.1941     -10.2569 
 51686.00000      19.2303     -66.3128       7.4913     -23.9746     -59.9706      -9.2747 
 51687.00000      18.8417     -66.5268       7.5423     -24.3391     -59.6941      -8.2114 
 51688.00000      18.2764     -67.0093       7.7493     -24.9377     -59.3777      -7.0982 
 51689.00000      17.7034     -67.9600       8.3338     -25.7805     -59.0456      -5.9816 
 51690.00000      17.2914     -69.2904       9.2763     -26.7210     -58.7199      -4.8882 
 51691.00000      17.2065     -70.6439      10.3377     -27.4613     -58.4261      -3.8356 
 51692.00000      17.5773     -71.4155      11.0701     -27.5738     -58.1892      -2.8294 
 51693.00000      18.0761     -71.5912      11.4223     -27.2151     -57.8944      -1.7742 
 51694.00000      18.4911     -72.0921      11.9249     -27.1609     -57.6612      -0.7607 
 51695.00000      19.1723     -72.4297      12.4213     -26.8389     -57.4452       0.2226 
 51696.00000      20.0333     -72.3187      12.6724     -26.1055     -57.2185       1.2182 
 51697.00000      20.7013     -71.9992      12.6365     -25.3811     -57.0031       2.2369 
 51698.00000      20.9610     -71.7120      12.4180     -24.9698     -56.7476       3.2808 
 51699.00000      20.7061     -71.7410      12.2559     -25.1329     -56.3503       4.3408 
 51700.00000      20.3507     -71.9912      12.3468     -25.5256     -55.7832       5.3804 
 51701.00000      20.0085     -72.3544      12.6273     -25.9953     -55.0933       6.3994 
 51702.00000      19.6780     -72.7639      12.9964     -26.4937     -54.3281       7.4065 
 51703.00000      19.3720     -73.1643      13.3832     -26.9711     -53.5256       8.4055 
 51704.00000      19.0963     -73.5139      13.7316     -27.3906     -52.7167       9.4005 
 51705.00000      18.8546     -73.7779      13.9973     -27.7223     -51.9260      10.3933 
 51706.00000      18.6432     -73.9437      14.1556     -27.9562     -51.1705      11.3851 
 51707.00000      18.4530     -74.0124      14.1987     -28.0988     -50.4564      12.3743 
 51708.00000      18.2676     -74.0600      14.1978     -28.2239     -49.7562      13.3510 
 51709.00000      18.0892     -74.1112      14.1808     -28.3508     -49.0613      14.3120 
 51710.00000      17.9158     -74.1673      14.1466     -28.4813     -48.3726      15.2578 
 51711.00000      17.7561     -74.2330      14.1054     -28.6113     -47.6896      16.1905 
 51712.00000      17.6087     -74.3146      14.0623     -28.7458     -47.0103      17.1112 
 51713.00000      17.4744     -74.4212      14.0279     -28.8878     -46.3307      18.0239 
 51714.00000      17.3603     -74.5799      14.0379     -29.0419     -45.6369      18.9421 
 51715.00000      17.2602     -74.6362      14.0235     -29.0680     -44.8982      19.8882 
 51716.00000      17.1650     -74.5662      13.9727     -28.9489     -44.1092      20.8632 
 51717.00000      17.0687     -74.4295      13.9115     -28.7435     -43.2786      21.8568 
 51718.00000      16.9700     -74.3085      13.8750     -28.5349     -42.4195      22.8525 
 51719.00000      16.8765     -74.3189      13.9160     -28.4333     -41.5499      23.8320 
 51720.00000      16.7932     -74.5920      14.0835     -28.5756     -40.6920      24.7688 
 51721.00000      16.5521     -75.0474      14.1466     -29.0754     -39.8826      25.5775 
 51722.00000      16.1777     -75.6214      14.1010     -29.8619     -39.1033      26.2595 
 51723.00000      15.7897     -76.3357      14.0865     -30.8460     -38.3211      26.8592 
 51724.00000      15.4380     -77.1698      14.1525     -31.9518     -37.5146      27.4117 
 51725.00000      15.1349     -78.0808      14.3028     -33.1044     -36.6660      27.9518 
 51726.00000      14.8527     -79.0103      14.4952     -34.2339     -35.7641      28.5136 
 51727.00000      14.5163     -79.8602      14.6213     -35.2586     -34.8052      29.1261 
 51728.00000      13.9691     -80.3792      14.4095     -36.0129     -33.8113      29.7953 
 51729.00000      13.0793     -80.4757      13.7002     -36.4399     -32.7926      30.5364 
 51730.00000      12.1652     -80.3609      12.8701     -36.6416     -31.7607      31.2845 
 51731.00000      11.5948     -80.2705      12.3513     -36.7435     -30.7240      31.9756 
 51732.00000      11.4955     -80.3133      12.3145     -36.8187     -29.6775      32.6007 
 51733.00000      11.8070     -80.4994      12.7269     -36.8859     -28.6050      33.1944 
 51734.00000      12.2221     -80.7467      13.3029     -36.9274     -27.4772      33.8284 
 51735.00000      11.8071     -80.7885      13.1256     -37.0290     -26.2422      34.4998 
 51736.00000      10.6300     -80.6522      12.2221     -37.2113     -24.9422      35.1531 
 51737.00000       9.1167     -80.4196      10.9492     -37.4012     -23.6464      35.7669 
 51738.00000       7.5896     -80.1859       9.6050     -37.5792     -22.3933      36.3363 
 51739.00000       6.3438     -80.0577       8.4870     -37.7472     -21.1997      36.8730 
 51740.00000       5.6548     -80.1710       7.9027     -37.9412     -20.0611      37.4073 
 51741.00000       5.7489     -80.6657       8.1297     -38.2207     -18.9530      37.9800 
 51742.00000       6.5429     -81.3836       9.0499     -38.5115     -17.8662      38.5705 
 51743.00000       7.8378     -82.1140      10.4313     -38.7160     -16.7876      39.1510 
 51744.00000       9.3242     -82.7092      11.9575     -38.7772     -15.7028      39.7254 
 51745.00000      10.5361     -83.0069      13.1735     -38.6091     -14.5843      40.3255 
 51746.00000      12.1896     -83.5977      14.8430     -38.8161     -13.4956      40.7709 
 51747.00000      13.0425     -83.9018      15.7429     -38.8893     -12.3238      41.2474 
 51748.00000      13.3495     -84.2582      16.1784     -39.1587     -11.0766      41.6795 
 51749.00000      13.5192     -84.6396      16.5004     -39.4311      -9.7966      42.1477 
 51750.00000      13.6008     -85.1144      16.7081     -39.7440      -8.5407      42.6693 
 51751.00000      13.4827     -85.6550      16.6678     -40.1124      -7.3238      43.2120 
 51752.00000      13.1609     -86.2001      16.3720     -40.4948      -6.1393      43.7484 
 51753.00000      12.6766     -86.7018      15.8766     -40.8582      -4.9669      44.2502 
 51754.00000      12.1077     -87.1427      15.2957     -41.1997      -3.7704      44.6893 
 51755.00000      11.6239     -87.4144      14.8353     -41.4204      -2.5088      45.0410 
 51756.00000      11.8539     -86.6278      14.9295     -40.5612      -1.3389      45.3470 
 51757.00000      12.6354     -85.8788      15.3364     -39.7283      -0.4287      45.6315 
 51758.00000      13.5943     -85.7270      15.7980     -39.5231       0.3264      45.8850 
 51759.00000      14.5353     -85.9942      16.2458     -39.7711       1.0810      46.1142 
 51760.00000      15.3880     -86.5659      16.6827     -40.3386       1.9259      46.3372 
 51761.00000      16.2104     -87.2730      17.2079     -41.0190       2.9123      46.5881 
 51762.00000      17.1248     -87.8808      17.9555     -41.5395       4.0499      46.9078 
 51763.00000      17.8510     -88.1533      18.6279     -41.7074       5.3049      47.2430 
 51764.00000      18.3670     -88.3512      19.1351     -41.8115       6.6113      47.5554 
 51765.00000      18.7025     -88.6279      19.4831     -42.0082       7.9542      47.8349 
 51766.00000      18.8505     -89.0051      19.6605     -42.3174       9.3339      48.0740 
 51767.00000      18.8189     -89.4952      19.6694     -42.7493      10.7497      48.2671 
 51768.00000      18.6302     -90.0943      19.5256     -43.2973      12.1982      48.4108 
 51769.00000      18.3345     -90.7677      19.2708     -43.9243      13.6702      48.5071 
 51770.00000      18.0746     -91.3476      19.0366     -44.4669      15.1326      48.5699 
 51771.00000      18.0232     -91.7423      19.0017     -44.8772      16.5743      48.5873 
 51772.00000      18.2197     -91.9497      19.2103     -45.1672      17.9931      48.5623 
 51773.00000      18.6454     -92.0114      19.6450     -45.3732      19.3922      48.5081 
 51774.00000      19.2462     -91.9989      20.2504     -45.5485      20.7794      48.4405 
 51775.00000      19.9516     -92.0196      20.9494     -45.7709      22.1689      48.3789 
 51776.00000      20.6495     -92.2015      21.6154     -46.1226      23.5760      48.3426 
 51777.00000      21.1422     -92.5411      22.0373     -46.5529      24.9872      48.3268 
 51778.00000      21.7107     -92.9404      22.4890     -47.0949      26.3838      48.2681 
 51779.00000      22.5896     -93.2731      23.2258     -47.7324      27.7636      48.1298 
 51780.00000      23.7683     -93.3147      24.3340     -48.2644      29.1581      47.9088 
 51781.00000      25.1411     -93.0404      25.7342     -48.6275      30.5725      47.6283 
 51782.00000      26.4924     -92.5674      27.1910     -48.8250      32.0036      47.3385 
 51783.00000      27.4918     -92.1582      28.2969     -48.9132      33.4353      47.1208 
 51784.00000      27.9012     -92.0689      28.7087     -48.9430      34.8349      47.0655 
 51785.00000      28.4653     -91.9623      29.2322     -48.9654      36.1965      47.0494 
 51786.00000      29.6085     -91.6450      30.3369     -49.0535      37.5250      46.9871 
 51787.00000      30.9305     -91.3941      31.5554     -49.2758      38.8311      46.9357 
 51788.00000      32.2023     -91.3639      32.6434     -49.7023      40.1488      46.8793 
 51789.00000      33.1423     -91.7399      33.3136     -50.4254      41.5324      46.7706 
 51790.00000      33.5409     -92.5690      33.4021     -51.4269      43.0381      46.5586 
 51791.00000      33.9703     -92.7938      33.7862     -51.8237      44.5680      46.4027 
 51792.00000      34.4754     -92.4334      34.4865     -51.6618      46.0883      46.3070 
 51793.00000      34.8738     -91.9418      35.1628     -51.3431      47.6121      46.1991 
 51794.00000      35.1115     -91.5496      35.6616     -51.0788      49.1372      46.0425 
 51795.00000      35.2000     -91.3742      35.9266     -50.9853      50.6560      45.8203 
 51796.00000      35.2098     -91.4066      36.0017     -51.0754      52.1521      45.5376 
 51797.00000      35.2553     -91.5603      36.0040     -51.3056      53.6056      45.2159 
 51798.00000      35.3861     -91.9217      35.9496     -51.7729      55.0416      44.8566 
 51799.00000      35.7136     -92.3449      36.0374     -52.3694      56.4958      44.5043 
 51800.00000      36.3733     -92.6773      36.4638     -53.0067      57.9733      44.2016 
 51801.00000      37.3222     -92.8699      37.2101     -53.6331      59.4678      43.9495 
 51802.00000      38.3465     -92.9450      38.0743     -54.1903      60.9661      43.7137 
 51803.00000      39.0382     -92.9963      38.6505     -54.5954      62.4442      43.4155 
 51804.00000      39.0347     -93.1914      38.5437     -54.8370      63.8879      42.9690 
 51805.00000      39.3750     -93.6261      38.6478     -55.4455      65.4186      42.5318 
 51806.00000      40.1408     -94.1302      39.1026     -56.3205      67.0232      42.1285 
 51807.00000      40.9309     -94.5076      39.6386     -57.1123      68.6288      41.7138 
 51808.00000      41.5590     -94.6799      40.1326     -57.6652      70.1989      41.2664 
 51809.00000      41.9357     -94.6514      40.5119     -57.9367      71.7193      40.7729 
